chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
22,TOUCH,cold,"I had known what it was to come back to Gateshead when a child after a long walk, to be scolded for looking cold or gloomy; and later, what it was to come back from church to Lowood, to long for a plenteous meal and a good fire, and to be unable to get either.",3611,3871
22,TOUCH,chill,"The west, too, was warm: no watery gleam chilled it—it seemed as if there was a fire lit, an altar burning behind its screen of marbled vapour, and out of apertures shone a golden redness.",6649,6839
22,TOUCH,feel,"I felt glad as the road shortened before me: so glad that I stopped once to ask myself what that joy meant: and to remind reason that it was not to my home I was going, or to a permanent resting-place, or to a place where fond friends looked out for me and waited my arrival.",6839,7115
22,TOUCH,tremble,"I did not think I should tremble in this way when I saw him, or lose my voice or the power of motion in his presence.",8494,8611
22,TOUCH,feel,"I suppose I do come on; though in what fashion I know not; being scarcely cognisant of my movements, and solicitous only to appear calm; and, above all, to control the working muscles of my face—which I feel rebel insolently against my will, and struggle to express what I had resolved to conceal.",8892,9189
22,TOUCH,touch,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,TOUCH,hold,"If I dared, I’d touch you, to see if you are substance or shadow, you elf!—but I’d as soon offer to take hold of a blue _ignis fatuus_ light in a marsh.",9855,10007
22,TOUCH,feel,He seemed to think it too good for common purposes: it was the real sunshine of feeling—he shed it over me now.,11874,11987
22,TOUCH,hold,An impulse held me fast—a force turned me round.,12286,12334
22,TOUCH,feel,"This was very pleasant; there is no happiness like that of being loved by your fellow-creatures, and feeling that your presence is an addition to their comfort.",12794,12956
23,TOUCH,feel,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,TOUCH,feel,I had made no noise: he had not eyes behind—could his shadow feel?,4015,4081
23,TOUCH,feel,"I followed with lagging step, and thoughts busily bent on discovering a means of extrication; but he himself looked so composed and so grave also, I became ashamed of feeling any confusion: the evil—if evil existent or prospective there was—seemed to lie with me only; his mind was unconscious and quiet.",5015,5321
23,TOUCH,feel,"Adèle must go to school; and you, Miss Eyre, must get a new situation.” “Yes, sir, I will advertise immediately: and meantime, I suppose—” I was going to say, “I suppose I may stay here, till I find another shelter to betake myself to:” but I stopped, feeling it would not do to risk a long sentence, for my voice was not quite under command.",7795,8140
23,TOUCH,cold,"The thought of Mrs. O’Gall and Bitternutt Lodge struck cold to my heart; and colder the thought of all the brine and foam, destined, as it seemed, to rush between me and the master at whose side I now walked, and coldest the remembrance of the wider ocean—wealth, caste, custom intervened between me and what I naturally and inevitably loved.",9270,9614
23,TOUCH,feel,"I have known you, Mr. Rochester; and it strikes me with terror and anguish to feel I absolutely must be torn from you for ever.",12302,12429
23,TOUCH,press,"“As we are!” repeated Mr. Rochester—“so,” he added, enclosing me in his arms, gathering me to his breast, pressing his lips on my lips: “so, Jane!” “Yes, so, sir,” I rejoined: “and yet not so; for you are a married man—or as good as a married man, and wed to one inferior to you—to one with whom you have no sympathy—whom I do not believe you truly love; for I have seen and heard you sneer at her.",13756,14155
23,TOUCH,tremble,"A waft of wind came sweeping down the laurel-walk, and trembled through the boughs of the chestnut: it wandered away—away—to an indefinite distance—it died.",15038,15194
23,TOUCH,grasp,"Still I did not answer, and still I writhed myself from his grasp: for I was still incredulous.",15892,15989
23,TOUCH,hold,"he subjoined ere long; “and man meddle not with me: I have her, and will hold her.”",18169,18254
23,TOUCH,cold,"Have I not found her friendless, and cold, and comfortless?",18752,18811
23,TOUCH,stroke,The clock was on the stroke of twelve.,20076,20116
23,TOUCH,feel,"Still, when I reached my chamber, I felt a pang at the idea she should even temporarily misconstrue what she had seen.",20423,20541
24,TOUCH,feel,"While arranging my hair, I looked at my face in the glass, and felt it was no longer plain: there was hope in its aspect and life in its colour; and my eyes seemed as if they had beheld the fount of fruition, and borrowed beams from the lustrous ripple.",217,470
24,TOUCH,feel,"I was not surprised, when I ran down into the hall, to see that a brilliant June morning had succeeded to the tempest of the night; and to feel, through the open glass door, the breathing of a fresh and fragrant breeze.",846,1065
24,TOUCH,cold,"I gladly advanced; and it was not merely a cold word now, or even a shake of the hand that I received, but an embrace and a kiss.",2064,2193
24,TOUCH,embrace,"I gladly advanced; and it was not merely a cold word now, or even a shake of the hand that I received, but an embrace and a kiss.",2064,2193
24,TOUCH,caress,"It seemed natural: it seemed genial to be so well loved, so caressed by him.",2194,2272
24,TOUCH,clasp,"“I will myself put the diamond chain round your neck, and the circlet on your forehead,—which it will become: for nature, at least, has stamped her patent of nobility on this brow, Jane; and I will clasp the bracelets on these fine wrists, and load these fairy-like fingers with rings.” “No, no, sir!",3958,4259
24,TOUCH,feel,"“I will make the world acknowledge you a beauty, too,” he went on, while I really became uneasy at the strain he had adopted, because I felt he was either deluding himself or trying to delude me.",4632,4827
24,TOUCH,softness,"However, had they been married, they would no doubt by their severity as husbands have made up for their softness as suitors; and so will you, I fear.",8881,9031
24,TOUCH,stroke,"And now he unknit his black brows; looked down, smiling at me, and stroked my hair, as if well pleased at seeing a danger averted.",11825,11955
24,TOUCH,feel,"Won’t she feel forsaken and deserted?” “Impossible!—when I told you how she, on the contrary, deserted me: the idea of my insolvency cooled, or rather extinguished, her flame in a moment.”",13051,13242
24,TOUCH,feel,"“Once again, seriously; may I enjoy the great good that has been vouchsafed to me, without fearing that any one else is suffering the bitter pain I myself felt a while ago?” “That you may, my good little girl: there is not another being in the world has the same pure love for me as yourself—for I lay that pleasant unction to my soul, Jane, a belief in your affection.”",13454,13827
24,TOUCH,feel,"“I feel so astonished,” she began, “I hardly know what to say to you, Miss Eyre.",15499,15579
24,TOUCH,chill,"The chill of Mrs. Fairfax’s warnings, and the damp of her doubts were upon me: something of unsubstantiality and uncertainty had beset my hopes.",19445,19589
24,TOUCH,cold,"“She will want to warm herself: what will she do for a fire?” “Fire rises out of the lunar mountains: when she is cold, I’ll carry her up to a peak, and lay her down on the edge of a crater.”",21309,21503
24,TOUCH,hold,Here is a talisman will remove all difficulties;’ and she held out a pretty gold ring.,23727,23814
24,TOUCH,pressure,"He smiled; and I thought his smile was such as a sultan might, in a blissful and fond moment, bestow on a slave his gold and gems had enriched: I crushed his hand, which was ever hunting mine, vigorously, and thrust it back to him red with the passionate pressure.",26782,27048
24,TOUCH,rub,He chuckled; he rubbed his hands.,27343,27376
24,TOUCH,feel,"I shall keep out of your way all day, as I have been accustomed to do: you may send for me in the evening, when you feel disposed to see me, and I’ll come then; but at no other time.”",30277,30462
24,TOUCH,hold,"It is your time now, little tyrant, but it will be mine presently; and when once I have fairly seized you, to have and to hold, I’ll just—figuratively speaking—attach you to a chain like this” (touching his watch-guard).",30675,30895
24,TOUCH,touch,"It is your time now, little tyrant, but it will be mine presently; and when once I have fairly seized you, to have and to hold, I’ll just—figuratively speaking—attach you to a chain like this” (touching his watch-guard).",30675,30895
24,TOUCH,press,And to this object did I press As blind as eagerly.,32851,32904
24,TOUCH,caress,"For caresses, too, I now got grimaces; for a pressure of the hand, a pinch on the arm; for a kiss on the cheek, a severe tweak of the ear.",37287,37425
24,TOUCH,pressure,"For caresses, too, I now got grimaces; for a pressure of the hand, a pinch on the arm; for a kiss on the cheek, a severe tweak of the ear.",37287,37425
25,TOUCH,feel,“I am feverish: I hear the wind blowing: I will go out of doors and feel it.”,1512,1591
25,TOUCH,hold,"“You did right to hold fast to each other,” I said: as if the monster-splinters were living things, and could hear me.",3874,3992
25,TOUCH,touch,“Except me: I am substantial enough—touch me.”,9819,9867
25,TOUCH,hold,"He held out his hand, laughing.",9936,9967
25,TOUCH,touch,"“Yes; though I touch it, it is a dream,” said I, as I put it down from before my face.",10104,10190
25,TOUCH,feel,Tell me what you feel.”,11051,11076
25,TOUCH,feel,"“I could not, sir: no words could tell you what I feel.",11076,11131
25,TOUCH,feel,"“Do you, sir, feel calm and happy?” “Calm?—no: but happy—to the heart’s core.” I looked up at him to read the signs of bliss in his face: it was ardent and flushed.",11305,11473
25,TOUCH,stroke,"It struck twelve—I waited till the time-piece had concluded its silver chime, and the clock its hoarse, vibrating stroke, and then I proceeded.",12298,12443
25,TOUCH,caress,"No, sir, don’t caress me now—let me talk undisturbed.",12703,12756
25,TOUCH,cold,"Just at sunset, the air turned cold and the sky cloudy: I went in, Sophie called me upstairs to look at my wedding-dress, which they had just brought; and under it in the box I found your present—the veil which, in your princely extravagance, you sent for from London: resolved, I suppose, since I would not have jewels, to cheat me into accepting something as costly.",13482,13850
25,TOUCH,chill,"I came into this room, and the sight of the empty chair and fireless hearth chilled me.",15053,15140
25,TOUCH,shiver,"During all my first sleep, I was following the windings of an unknown road; total obscurity environed me; rain pelted me; I was burdened with the charge of a little child: a very small creature, too young and feeble to walk, and which shivered in my cold arms, and wailed piteously in my ear.",15705,15997
25,TOUCH,cold,"During all my first sleep, I was following the windings of an unknown road; total obscurity environed me; rain pelted me; I was burdened with the charge of a little child: a very small creature, too young and feeble to walk, and which shivered in my cold arms, and wailed piteously in my ear.",15705,15997
25,TOUCH,feel,"I thought, sir, that you were on the road a long way before me; and I strained every nerve to overtake you, and made effort on effort to utter your name and entreat you to stop—but my movements were fettered, and my voice still died away inarticulate; while you, I felt, withdrew farther and farther every moment.”",15998,16314
25,TOUCH,grasp,"I climbed the thin wall with frantic perilous haste, eager to catch one glimpse of you from the top: the stones rolled from under my feet, the ivy branches I grasped gave way, the child clung round my neck in terror, and almost strangled me; at last I gained the summit.",18556,18826
25,TOUCH,hold,"No one answered; but a form emerged from the closet; it took the light, held it aloft, and surveyed the garments pendent from the portmanteau.",19607,19750
25,TOUCH,cold,"I had risen up in bed, I bent forward: first surprise, then bewilderment, came over me; and then my blood crept cold through my veins.",19808,19942
25,TOUCH,hold,"But presently she took my veil from its place; she held it up, gazed at it long, and then she threw it over her own head, and turned to the mirror.",20640,20787
25,TOUCH,feel,"I rose, bathed my head and face in water, drank a long draught; felt that though enfeebled I was not ill, and determined that to none",22182,22315
25,TOUCH,feel,I felt Mr. Rochester start and shudder; he hastily flung his arms round me.,23598,23673
25,TOUCH,feel,"satisfied I was not, but to please him I endeavoured to appear so—relieved, I certainly did feel; so I answered him with a contented smile.",24919,25058
26,TOUCH,hold,"I would fain have spoken to her, but my hand was held by a grasp of iron: I was hurried along by a stride I could hardly follow; and to look at Mr. Rochester’s face was to feel that not a second of delay would be tolerated for any purpose.",1847,2086
26,TOUCH,grasp,"I would fain have spoken to her, but my hand was held by a grasp of iron: I was hurried along by a stride I could hardly follow; and to look at Mr. Rochester’s face was to feel that not a second of delay would be tolerated for any purpose.",1847,2086
26,TOUCH,feel,"I would fain have spoken to her, but my hand was held by a grasp of iron: I was hurried along by a stride I could hardly follow; and to look at Mr. Rochester’s face was to feel that not a second of delay would be tolerated for any purpose.",1847,2086
26,TOUCH,feel,I wanted to feel the thoughts whose force he seemed breasting and resisting.,2564,2642
26,TOUCH,feel,"By Mr. Rochester they were not observed; he was earnestly looking at my face, from which the blood had, I daresay, momentarily fled: for I felt my forehead dewy, and my cheeks and lips cold.",3335,3525
26,TOUCH,cold,"By Mr. Rochester they were not observed; he was earnestly looking at my face, from which the blood had, I daresay, momentarily fled: for I felt my forehead dewy, and my cheeks and lips cold.",3335,3525
26,TOUCH,hold,"And the clergyman, who had not lifted his eyes from his book, and had held his breath but for a moment, was proceeding: his hand was already stretched towards Mr. Rochester, as his lips unclosed to ask, “Wilt thou have this woman for thy wedded wife?”—when a distinct and near voice said— “The marriage cannot go on: I declare the existence of an impediment.”",5066,5428
26,TOUCH,grasp,What a hot and strong grasp he had!,6174,6209
26,TOUCH,feel,"My nerves vibrated to those low-spoken words as they had never vibrated to thunder—my blood felt their subtle violence as it had never felt frost or fire; but I was collected, and in no danger of swooning.",6782,6987
26,TOUCH,feel,"My nerves vibrated to those low-spoken words as they had never vibrated to thunder—my blood felt their subtle violence as it had never felt frost or fire; but I was collected, and in no danger of swooning.",6782,6987
26,TOUCH,feel,"Mr. Rochester, on hearing the name, set his teeth; he experienced, too, a sort of strong convulsive quiver; near to him as I was, I felt the spasmodic movement of fury or despair run through his frame.",8686,8887
26,TOUCH,hold,"He mused—for ten minutes he held counsel with himself: he formed his resolve, and announced it— “Enough!",10463,10568
26,TOUCH,hold,"Come all of you—follow!” Still holding me fast, he left the church: the three gentlemen came after.",12959,13059
26,TOUCH,hold,"He passed on and ascended the stairs, still holding my hand, and still beckoning the gentlemen to follow him, which they did.",13441,13566
26,TOUCH,embrace,“Such is the sole conjugal embrace I am ever to know—such are the endearments which are to solace my leisure hours!,16466,16581
26,TOUCH,feel,I then sat down: I felt weak and tired.,19485,19524
26,TOUCH,cold,"Jane Eyre, who had been an ardent, expectant woman—almost a bride, was a cold, solitary girl again: her life was pale; her prospects were desolate.",20564,20711
26,TOUCH,chill,"I looked on my cherished wishes, yesterday so blooming and glowing; they lay stark, chill, livid corpses that could never revive.",21285,21414
26,TOUCH,shiver,"I looked at my love: that feeling which was my master’s—which he had created; it shivered in my heart, like a suffering child in a cold cradle; sickness and anguish had seized it; it could not seek Mr. Rochester’s arms—it could not derive warmth from his breast.",21415,21677
26,TOUCH,cold,"I looked at my love: that feeling which was my master’s—which he had created; it shivered in my heart, like a suffering child in a cold cradle; sickness and anguish had seized it; it could not seek Mr. Rochester’s arms—it could not derive warmth from his breast.",21415,21677
26,TOUCH,warmth,"I looked at my love: that feeling which was my master’s—which he had created; it shivered in my heart, like a suffering child in a cold cradle; sickness and anguish had seized it; it could not seek Mr. Rochester’s arms—it could not derive warmth from his breast.",21415,21677
26,TOUCH,feel,"Self-abandoned, relaxed, and effortless, I seemed to have laid me down in the dried-up bed of a great river; I heard a flood loosened in remote mountains, and felt the torrent come: to rise I had no will, to flee I had no strength.",22524,22755
26,TOUCH,feel,"That bitter hour cannot be described: in truth, “the waters came into my soul; I sank in deep mire: I felt no standing; I came into deep waters; the floods overflowed me.”",23440,23611
27,TOUCH,hold,"I wrestled with my own resolution: I wanted to be weak that I might avoid the awful passage of further suffering I saw laid out for me; and Conscience, turned tyrant, held Passion by the throat, told her tauntingly, she had yet but dipped her dainty foot in the slough, and swore that with that arm of iron he would thrust her down to unsounded depths of agony.",692,1055
27,TOUCH,tap,"And, with a strange pang, I now reflected that, long as I had been shut up here, no message had been sent to ask how I was, or to invite me to come down: not even little Adèle had tapped at the door; not even Mrs. Fairfax had sought me.",1628,1864
27,TOUCH,feel,"At first I did not know to what room he had borne me; all was cloudy to my glazed sight: presently I felt the reviving warmth of a fire; for, summer as it was, I had become icy cold in my chamber.",4177,4373
27,TOUCH,warmth,"At first I did not know to what room he had borne me; all was cloudy to my glazed sight: presently I felt the reviving warmth of a fire; for, summer as it was, I had become icy cold in my chamber.",4177,4373
27,TOUCH,cold,"At first I did not know to what room he had borne me; all was cloudy to my glazed sight: presently I felt the reviving warmth of a fire; for, summer as it was, I had become icy cold in my chamber.",4177,4373
27,TOUCH,caress,"Suddenly he turned away, with an inarticulate exclamation, full of passionate emotion of some kind; he walked fast through the room and came back; he stooped towards me as if to kiss me; but I remembered caresses were now forbidden.",5028,5260
27,TOUCH,embrace,"You consider my arms filled and my embraces appropriated?” “At any rate, there is neither room nor claim for me, sir.”",5403,5524
27,TOUCH,grasp,"Your mind is my treasure, and if it were broken, it would be my treasure still: if you raved, my arms should confine you, and not a strait waistcoat—your grasp, even in fury, would have a charm for me: if you flew at me as wildly as that woman did this morning, I should receive you in an embrace, at least as fond as it would be restrictive.",9903,10246
27,TOUCH,embrace,"Your mind is my treasure, and if it were broken, it would be my treasure still: if you raved, my arms should confine you, and not a strait waistcoat—your grasp, even in fury, would have a charm for me: if you flew at me as wildly as that woman did this morning, I should receive you in an embrace, at least as fond as it would be restrictive.",9903,10246
27,TOUCH,feel,"I felt an inward power; a sense of influence, which supported me.",13040,13105
27,TOUCH,feel,"The crisis was perilous; but not without its charm: such as the Indian, perhaps, feels when he slips over the rapid in his canoe.",13106,13235
27,TOUCH,hold,"I took hold of his clenched hand, loosened the contorted fingers, and said to him, soothingly— “Sit down; I’ll talk to you as long as you like, and hear all you have to say, whether reasonable or unreasonable.”",13236,13449
27,TOUCH,touch,"Now that you think me disqualified to become your husband, you recoil from my touch as if I were some toad or ape.”",14495,14612
27,TOUCH,cold,"do you think you can live with me, and see me daily, and yet, if you still love me, be always cold and distant?” “No, sir; that I am certain I could not; and therefore I see there is but one way: but you will be furious if I mention it.”",15010,15250
27,TOUCH,feel,"Out of pity to me and yourself, put your finger on my pulse, feel how it throbs, and—beware!”",16706,16801
27,TOUCH,touch,"Just put your hand in mine, Janet—that I may have the evidence of touch as well as sight, to prove you are near me—and I will in a few words show you the real state of the case.",17548,17725
27,TOUCH,grasp,"“And did you ever hear that my father was an avaricious, grasping man?” “I have understood something to that effect.”",17968,18088
27,TOUCH,feel,"“These were vile discoveries; but except for the treachery of concealment, I should have made them no subject of reproach to my wife, even when I found her nature wholly alien to mine, her tastes obnoxious to me, her cast of mind common, low, narrow, and singularly incapable of being led to anything higher, expanded to anything larger—when I found that I could not pass a single evening, nor even a single hour of the day with her in comfort; that kindly conversation could not be sustained between us, because whatever topic I started, immediately received from her a turn at once coarse and trite, perverse and imbecile—when I perceived that I should never have a quiet or settled household, because no servant would bear the continued outbreaks of her violent and unreasonable temper, or the vexations of her absurd, contradictory, exacting orders—even then I restrained myself: I eschewed upbraiding, I curtailed remonstrance; I tried to devour my repentance and disgust in secret; I repressed the deep antipathy I felt.",20937,21965
27,TOUCH,tremble,"But that is not your pity, Jane; it is not the feeling of which your whole face is full at this moment—with which your eyes are now almost overflowing—with which your heart is heaving—with which your hand is trembling in mine.",23591,23818
27,TOUCH,feel,I saw hope revive—and felt regeneration possible.,27699,27748
27,TOUCH,feel,"I felt the truth of these words; and I drew from them the certain inference, that if I were so far to forget myself and all the teaching that had ever been instilled into me, as—under any pretext—with any justification—through any temptation—to become the successor of these poor girls, he would one day regard me with the same feeling which now in his mind desecrated their memory.",35665,36047
27,TOUCH,feel,I did not give utterance to this conviction: it was enough to feel it.,36048,36118
27,TOUCH,press,"“When once I had pressed the frail shoulder, something new—a fresh sap and sense—stole into my frame.",37551,37652
27,TOUCH,feel,"It was well I had learnt that this elf must return to me—that it belonged to my house down below—or I could not have felt it pass away from under my hand, and seen it vanish behind the dim hedge, without singular regret.",37653,37873
27,TOUCH,feel,"Very soon you seemed to get used to me: I believe you felt the existence of sympathy between you and your grim and cross master, Jane; for it was astonishing to see how quickly a certain pleasant ease tranquillised your manner:",40600,40827
27,TOUCH,handle,"I was an intellectual epicure, and wished to prolong the gratification of making this novel and piquant acquaintance: besides, I was for a while troubled with a haunting fear that if I handled the flower freely its bloom would fade—the sweet charm of freshness would leave it.",41201,41477
27,TOUCH,feel,"“It was because I felt and knew this, that I resolved to marry you.",44153,44220
27,TOUCH,grasp,"“Why are you silent, Jane?” I was experiencing an ordeal: a hand of fiery iron grasped my vitals.",44997,45096
27,TOUCH,cold,"recommenced he, with a gentleness that broke me down with grief, and turned me stone-cold with ominous terror—for this still voice was the pant of a lion rising—“Jane, do you mean to go one way in the world, and to let me go another?” “I do.”",45543,45788
27,TOUCH,embrace,"“Jane” (bending towards and embracing me), “do you mean it now?” “I do.”",45788,45863
27,TOUCH,grasp,"You fling me back on lust for a passion—vice for an occupation?” “Mr. Rochester, I no more assign this fate to you than I grasp at it for myself.",46880,47026
27,TOUCH,hold,"I will hold to the principles received by me when I was sane, and not mad—as I am now.",48315,48401
27,TOUCH,grasp,"His fury was wrought to the highest: he must yield to it for a moment, whatever followed; he crossed the floor and seized my arm and grasped my waist.",49069,49219
27,TOUCH,feel,"He seemed to devour me with his flaming glance: physically, I felt, at the moment, powerless as stubble exposed to the draught and glow of a furnace: mentally, I still possessed my soul, and with it the certainty of ultimate safety.",49220,49452
27,TOUCH,feel,A mere reed she feels in my hand!”,49816,49850
27,TOUCH,hold,(And he shook me with the force of his hold.),49851,49896
27,TOUCH,grasp,"Of yourself you could come with soft flight and nestle against my heart, if you would: seized against your will, you will elude the grasp like an essence—you will vanish ere",50555,50728
27,TOUCH,clutch,"As he said this, he released me from his clutch, and only looked at me.",50778,50850
27,TOUCH,hold,"But Jane will give me her love: yes—nobly, generously.” Up the blood rushed to his face; forth flashed the fire from his eyes; erect he sprang; he held his arms out; but I evaded the embrace, and at once quitted the room.",52179,52403
27,TOUCH,embrace,"But Jane will give me her love: yes—nobly, generously.” Up the blood rushed to his face; forth flashed the fire from his eyes; erect he sprang; he held his arms out; but I evaded the embrace, and at once quitted the room.",52179,52403
27,TOUCH,embrace,No thought could be admitted of entering to embrace her.,54527,54583
27,TOUCH,feel,He would feel himself forsaken; his love rejected: he would suffer; perhaps grow desperate.,55356,55447
27,TOUCH,press,"A weakness, beginning inwardly, extending to the limbs, seized me, and I fell: I lay on the ground some minutes, pressing my face to the wet turf.",58523,58669
27,TOUCH,feel,"Gentle reader, may you never feel what I then felt!",59417,59468
27,TOUCH,feel,"Gentle reader, may you never feel what I then felt!",59417,59468
28,TOUCH,hold,Not a tie holds me to human society at this moment—not a charm or hope calls me where my fellow-creatures are—none that saw me would have a kind thought or a good wish for me.,1571,1746
28,TOUCH,hold,"I struck straight into the heath; I held on to a hollow I saw deeply furrowing the brown moorside; I waded knee-deep in its dark growth; I turned with its turnings, and finding a moss-blackened granite crag in a hidden angle, I sat down under it.",1840,2086
28,TOUCH,feel,"Some time passed before I felt tranquil even here: I had a vague dread that wild cattle might be near, or that some sportsman or poacher might discover me.",2173,2328
28,TOUCH,tremble,"Oh, intolerable questions, when I could do nothing and go nowhere!—when a long way must yet be measured by my weary, trembling limbs before I could reach human habitation—when cold charity must be entreated before I could get a lodging: reluctant sympathy importuned, almost certain repulse incurred, before my tale could be listened to, or one of my wants relieved!",2736,3104
28,TOUCH,cold,"Oh, intolerable questions, when I could do nothing and go nowhere!—when a long way must yet be measured by my weary, trembling limbs before I could reach human habitation—when cold charity must be entreated before I could get a lodging: reluctant sympathy importuned, almost certain repulse incurred, before my tale could be listened to, or one of my wants relieved!",2736,3104
28,TOUCH,touch,"I touched the heath: it was dry, and yet warm with the heat of the summer day.",3104,3182
28,TOUCH,softness,"The dew fell, but with propitious softness; no breeze whispered.",3268,3332
28,TOUCH,cold,"Thus lodged, I was not, at least at the commencement of the night, cold.",4343,4417
28,TOUCH,tremble,"It trembled for Mr. Rochester and his doom; it bemoaned him with bitter pity; it demanded him with ceaseless longing; and, impotent as a bird with both wings broken, it still quivered its shattered pinions in vain attempts to seek him.",4557,4794
28,TOUCH,feel,"We know that God is everywhere; but certainly we feel His presence most when His works are on the grandest scale spread before us; and it is in the unclouded night-sky, where His worlds wheel their silent course, that we read clearest His infinitude, His omnipotence, His omnipresence.",4960,5245
28,TOUCH,feel,Remembering what it was—what countless systems there swept space like a soft trace of light—I felt the might and strength of God.,5361,5491
28,TOUCH,feel,I felt it would be degrading to faint with hunger on the causeway of a hamlet.,8675,8753
28,TOUCH,feel,"I dared not offer her the half-worn gloves, the creased handkerchief: besides, I felt it would be absurd.",9335,9440
28,TOUCH,touch,What business had I to approach the white door or touch the glittering knocker?,11402,11481
28,TOUCH,hold,"If she had held it open a little longer, I believe I should have begged a piece of bread; for I was now brought low.",12328,12446
28,TOUCH,feel,"I felt it was what was to be expected, and what could not be helped: an ordinary beggar is frequently an object of suspicion; a well-dressed beggar inevitably so.",15459,15621
28,TOUCH,cold,"But my night was wretched, my rest broken: the ground was damp, the air cold: besides, intruders passed near me more than once, and I had again and again to change my quarters: no sense of safety or tranquillity befriended me.",16663,16889
28,TOUCH,cold,At the door of a cottage I saw a little girl about to throw a mess of cold porridge into a pig trough.,17125,17227
28,TOUCH,feel,“I feel I cannot go much farther.,17744,17777
28,TOUCH,cold,"While the rain descends so, must I lay my head on the cold, drenched ground?",17818,17895
28,TOUCH,chill,"But it will be very dreadful, with this feeling of hunger, faintness, chill, and this sense of desolation—this total prostration of hope.",17950,18087
28,TOUCH,cold,"Because I know, or believe, Mr. Rochester is living: and then, to die of want and cold is a fate to which nature cannot submit passively.",18250,18387
28,TOUCH,feel,"It remained now only to find a hollow where I could lie down, and feel at least hidden, if not secure.",19195,19297
28,TOUCH,feel,Could I but have stiffened to the still frost—the friendly numbness of death—it might have pelted on; I should not have felt it; but my yet living flesh shuddered at its chilling influence.,20566,20755
28,TOUCH,feel,"I put out my hand to feel the dark mass before me: I discriminated the rough stones of a low wall—above it, something like palisades, and within, a high and prickly hedge.",21581,21752
28,TOUCH,touch,Again a whitish object gleamed before me: it was a gate—a wicket; it moved on its hinges as I touched it.,21766,21871
28,TOUCH,warmth,"A group of more interest appeared near the hearth, sitting still amidst the rosy peace and warmth suffusing it.",23165,23276
28,TOUCH,hold,"A stand between them supported a second candle and two great volumes, to which they frequently referred, comparing them, seemingly, with the smaller books they held in their hands, like people consulting a dictionary to aid them in the task of translation.",24094,24350
28,TOUCH,grate,"This scene was as silent as if all the figures had been shadows and the firelit apartment a picture: so hushed was it, I could hear the cinders fall from the grate, the clock tick in its obscure corner; and I even fancied I could distinguish the click-click of the woman’s knitting-needles.",24351,24641
28,TOUCH,stroke,"At a later day, I knew the language and the book; therefore, I will here quote the line: though, when I first heard it, it was only like a stroke on sounding brass to me—conveying no meaning:— “‘Da trat hervor Einer, anzusehen wie die Sternen Nacht.’",25309,25560
28,TOUCH,touch,And how impossible did it appear to touch the inmates of this house with concern on my behalf; to make them believe in the truth of my wants and woes—to induce them to vouchsafe a rest for my wanderings!,29300,29503
28,TOUCH,feel,"As I groped out the door, and knocked at it hesitatingly, I felt that last idea to be a mere chimera.",29504,29605
28,TOUCH,hold,"she inquired, in a voice of surprise, as she surveyed me by the light of the candle she held.",29642,29737
28,TOUCH,cold,"“Well, how wet and cold you must be, such a wild night as it is!",32485,32549
28,TOUCH,tremble,"Presently I stood within that clean, bright kitchen—on the very hearth—trembling, sickening; conscious of an aspect in the last degree ghastly, wild, and weather-beaten.",33128,33297
28,TOUCH,feel,"Her face was near mine: I saw there was pity in it, and I felt sympathy in her hurried breathing.",34145,34242
28,TOUCH,feel,"I felt I could speak, and I answered—“My name is Jane Elliott.”",34744,34807
28,TOUCH,feel,"Somehow, now that I had once crossed the threshold of this house, and once was brought face to face with its owners, I felt no longer outcast, vagrant, and disowned by the wide world.",35051,35234
28,TOUCH,feel,Do with me and for me as you like; but excuse me from much discourse—my breath is short—I feel a spasm when I speak.”,36125,36242
29,TOUCH,sensation,"I can recall some sensations felt in that interval; but few thoughts framed, and no actions performed.",88,190
29,TOUCH,feel,"I can recall some sensations felt in that interval; but few thoughts framed, and no actions performed.",88,190
29,TOUCH,feel,"When she left me, I felt comparatively strong and revived: ere long satiety of repose and desire for action stirred me.",3503,3622
29,TOUCH,feel,I felt ashamed to appear before my benefactors so clad.,3760,3815
29,TOUCH,brush,"There were the means of washing in the room, and a comb and brush to smooth my hair.",4130,4214
29,TOUCH,warmth,It was full of the fragrance of new bread and the warmth of a generous fire.,4670,4746
29,TOUCH,cold,"Hannah had been cold and stiff, indeed, at the first: latterly she had begun to relent a little; and when she saw me come in tidy and well-dressed, she even smiled.",4951,5117
29,TOUCH,firmness,"Turning to me, as she took some loaves from the oven, she asked bluntly— “Did you ever go a-begging afore you came here?” I was indignant for a moment; but remembering that anger was out of the question, and that I had indeed appeared as a beggar to her, I answered quietly, but still not without a certain marked firmness— “You are mistaken in supposing me a beggar.",5367,5737
29,TOUCH,stroke,“And his sisters are called Diana and Mary Rivers?” “Yes.” “Their father is dead?” “Dead three weeks sin’ of a stroke.”,7607,7731
