chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
19,SOUND,voice,"Strong wind, earthquake-shock, and fire may pass by: but I shall follow the guiding of that still small voice which interprets the dictates of conscience.’",12423,12580
19,SOUND,attend,"I have formed my plans—right plans I deem them—and in them I have attended to the claims of conscience, the counsels of reason.",12639,12766
19,SOUND,voice,"The old woman’s voice had changed: her accent, her gesture, and all were familiar to me as my own face in a glass—as the speech of my own tongue.",13536,13681
19,SOUND,speech,"The old woman’s voice had changed: her accent, her gesture, and all were familiar to me as my own face in a glass—as the speech of my own tongue.",13536,13681
19,SOUND,voice,"“Well, Jane, do you know me?” asked the familiar voice.",14379,14436
19,SOUND,note,"I knew gipsies and fortune-tellers did not express themselves as this seeming old woman had expressed herself; besides I had noted her feigned voice, her anxiety to conceal her features.",15479,15665
19,SOUND,voice,"I knew gipsies and fortune-tellers did not express themselves as this seeming old woman had expressed herself; besides I had noted her feigned voice, her anxiety to conceal her features.",15479,15665
19,SOUND,hear,"“Discussing the gipsy, I daresay.” “Sit down!—Let me hear what they said about me.” “I had better not stay long, sir; it must be near eleven o’clock.",16077,16228
19,SOUND,breath,As I spoke he gave my wrist a convulsive grip; the smile on his lips froze: apparently a spasm caught his breath.,16743,16858
19,SOUND,tone,"he said, in the tone one might fancy a speaking automaton to enounce its single words; “Mason!—the West Indies!”",16884,16996
19,SOUND,hear,"“They don’t look grave and mysterious, as if they had heard something strange?” “Not at all: they are full of jests and gaiety.”",18942,19073
19,SOUND,whisper,"“But if I were to go to them, and they only looked at me coldly, and whispered sneeringly amongst each other, and then dropped off and left me one by one, what then?",19253,19418
19,SOUND,whisper,"“Then, you could dare censure for my sake?” “I could dare it for the sake of any friend who deserved my adherence; as you, I am sure, do.” “Go back now into the room; step quietly up to Mason, and whisper in his ear that Mr. Rochester is come and wishes to see him: show him in here and then leave me.” “Yes, sir.”",19744,20063
19,SOUND,hear,"At a late hour, after I had been in bed some time, I heard the visitors repair to their chambers: I distinguished Mr. Rochester’s voice, and heard him say, “This way, Mason; this is your room.”",20277,20472
19,SOUND,voice,"At a late hour, after I had been in bed some time, I heard the visitors repair to their chambers: I distinguished Mr. Rochester’s voice, and heard him say, “This way, Mason; this is your room.”",20277,20472
19,SOUND,hear,"At a late hour, after I had been in bed some time, I heard the visitors repair to their chambers: I distinguished Mr. Rochester’s voice, and heard him say, “This way, Mason; this is your room.”",20277,20472
19,SOUND,tone,He spoke cheerfully: the gay tones set my heart at ease.,20472,20528
20,SOUND,sound,"The night—its silence—its rest, was rent in twain by a savage, a sharp, a shrilly sound that ran from end to end of Thornfield Hall.",535,669
20,SOUND,shriek,"Indeed, whatever being uttered that fearful shriek could not soon repeat it: not the widest-winged condor on the Andes could, twice in succession, send out such a yell from the cloud shrouding his eyrie.",776,979
20,SOUND,yell,"Indeed, whatever being uttered that fearful shriek could not soon repeat it: not the widest-winged condor on the Andes could, twice in succession, send out such a yell from the cloud shrouding his eyrie.",776,979
20,SOUND,utterance,The thing delivering such utterance must rest ere,980,1029
20,SOUND,hear,"And overhead—yes, in the room just above my chamber-ceiling—I now heard a struggle: a deadly one it seemed from the noise; and a half-smothered voice shouted— “Help!",1116,1282
20,SOUND,noise,"And overhead—yes, in the room just above my chamber-ceiling—I now heard a struggle: a deadly one it seemed from the noise; and a half-smothered voice shouted— “Help!",1116,1282
20,SOUND,voice,"And overhead—yes, in the room just above my chamber-ceiling—I now heard a struggle: a deadly one it seemed from the noise; and a half-smothered voice shouted— “Help!",1116,1282
20,SOUND,murmur,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SOUND,sound,"The sleepers were all aroused: ejaculations, terrified murmurs sounded in every room; door after door unclosed; one looked out and another looked out; the gallery filled.",1743,1913
20,SOUND,sound,"The sounds I had heard after the scream, and the words that had been uttered, had probably been heard only by me; for they had proceeded from the room above mine: but they assured me that it was not a servant’s dream which had thus struck horror through the house; and that the explanation Mr. Rochester had given was merely an invention framed to pacify his guests.",4151,4517
20,SOUND,hear,"The sounds I had heard after the scream, and the words that had been uttered, had probably been heard only by me; for they had proceeded from the room above mine: but they assured me that it was not a servant’s dream which had thus struck horror through the house; and that the explanation Mr. Rochester had given was merely an invention framed to pacify his guests.",4151,4517
20,SOUND,scream,"The sounds I had heard after the scream, and the words that had been uttered, had probably been heard only by me; for they had proceeded from the room above mine: but they assured me that it was not a servant’s dream which had thus struck horror through the house; and that the explanation Mr. Rochester had given was merely an invention framed to pacify his guests.",4151,4517
20,SOUND,hear,"The sounds I had heard after the scream, and the words that had been uttered, had probably been heard only by me; for they had proceeded from the room above mine: but they assured me that it was not a servant’s dream which had thus struck horror through the house; and that the explanation Mr. Rochester had given was merely an invention framed to pacify his guests.",4151,4517
20,SOUND,murmur,"No: stillness returned: each murmur and movement ceased gradually, and in about an hour Thornfield Hall was again as hushed as a desert.",4781,4917
20,SOUND,noise,"I left the window, and moved with little noise across the carpet; as I stooped to take off my shoes, a cautious hand tapped low at the door.",5125,5267
20,SOUND,voice,"“Are you up?” asked the voice I expected to hear, viz., my master’s.",5292,5362
20,SOUND,hear,"“Are you up?” asked the voice I expected to hear, viz., my master’s.",5292,5362
20,SOUND,noise,"“I want you,” he said: “come this way: take your time, and make no noise.”",5490,5566
20,SOUND,whisper,he asked in a whisper.,5823,5847
20,SOUND,hear,"This door was open; a light shone out of the room within: I heard thence a snarling, snatching sound, almost like a dog quarrelling.",6767,6899
20,SOUND,sound,"This door was open; a light shone out of the room within: I heard thence a snarling, snatching sound, almost like a dog quarrelling.",6767,6899
20,SOUND,hear,"He made some sort of arrangement without speaking, though I heard a low voice address him: he came out and closed the door behind him.",7145,7281
20,SOUND,voice,"He made some sort of arrangement without speaking, though I heard a low voice address him: he came out and closed the door behind him.",7145,7281
20,SOUND,groan,Mr. Mason shortly unclosed his eyes; he groaned.,8050,8098
20,SOUND,murmur,“Is there immediate danger?” murmured Mr. Mason.,8233,8283
20,SOUND,groan,"Again the poor man groaned; he looked as if he dared not move; fear, either of death or of something else, appeared almost to paralyse him.",8907,9047
20,SOUND,sound,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,SOUND,hear,"I experienced a strange feeling as the key grated in the lock, and the sound of his retreating step ceased to be heard.",9227,9348
20,SOUND,listen,"Amidst all this, I had to listen as well as watch: to listen for the movements of the wild beast or the fiend in yonder side den.",10847,10976
20,SOUND,listen,"Amidst all this, I had to listen as well as watch: to listen for the movements of the wild beast or the fiend in yonder side den.",10847,10976
20,SOUND,hear,"But since Mr. Rochester’s visit it seemed spellbound: all the night I heard but three sounds at three long intervals,—a step creak, a momentary renewal of the snarling, canine noise, and a deep human groan.",10977,11185
20,SOUND,sound,"But since Mr. Rochester’s visit it seemed spellbound: all the night I heard but three sounds at three long intervals,—a step creak, a momentary renewal of the snarling, canine noise, and a deep human groan.",10977,11185
20,SOUND,noise,"But since Mr. Rochester’s visit it seemed spellbound: all the night I heard but three sounds at three long intervals,—a step creak, a momentary renewal of the snarling, canine noise, and a deep human groan.",10977,11185
20,SOUND,groan,"But since Mr. Rochester’s visit it seemed spellbound: all the night I heard but three sounds at three long intervals,—a step creak, a momentary renewal of the snarling, canine noise, and a deep human groan.",10977,11185
20,SOUND,voice,"What creature was it, that, masked in an ordinary woman’s face and shape, uttered the voice, now of a mocking demon, and anon of a carrion-seeking bird of prey?",11435,11597
20,SOUND,hear,I had heard Mr. Rochester assign him an apartment below—what brought him here!,11847,11925
20,SOUND,hear,"It was evident that in their former intercourse, the passive disposition of the one had been habitually influenced by the active energy of the other: whence then had arisen Mr. Rochester’s dismay when he heard of Mr. Mason’s arrival?",12494,12727
20,SOUND,whisper,"I could not forget his look and his paleness when he whispered: “Jane, I have got a blow—I have got a blow, Jane.”",12910,13024
20,SOUND,moan,"I cried inwardly, as the night lingered and lingered—as my bleeding patient drooped, moaned, sickened: and neither day nor aid arrived.",13262,13397
20,SOUND,moan,"He moaned so, and looked so weak, wild, and lost, I feared he was dying; and I might not even speak to him.",13654,13763
20,SOUND,hear,"Presently I heard Pilot bark far below, out of his distant kennel in the courtyard: hope revived.",13905,14002
20,SOUND,murmur,"“She bit me,” he murmured.",15414,15440
20,SOUND,hear,"Yes, it makes me impatient to hear you: but, however, you have suffered, and are likely to suffer enough for not taking my advice; so I’ll say no more.",16071,16222
20,SOUND,rattle,"Now, Jane, trip on before us away to the backstairs; unbolt the side-passage door, and tell the driver of the post-chaise you will see in the yard—or just outside, for I told him not to drive his rattling wheels over the pavement—to be ready; we are coming: and, Jane, if any one is about, come to the foot of the stairs and hem.”",19946,20278
20,SOUND,noise,"The side-passage door was fastened; I opened it with as little noise as possible: all the yard was quiet; but the gates stood wide open, and there was a post-chaise, with horses ready harnessed, and driver seated on the box, stationed outside.",20401,20644
20,SOUND,listen,"I approached him, and said the gentlemen were coming; he nodded: then I looked carefully round and listened.",20645,20753
20,SOUND,hear,"I, supposing he had done with me, prepared to return to the house; again, however, I heard him call “Jane!”",22090,22197
20,SOUND,whisper,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,breath,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,speech,"The west wind whispered in the ivy round me; but no gentle Ariel borrowed its breath as a medium of speech: the birds sang in the tree-tops; but their song, however sweet, was inarticulate.",29193,29384
20,SOUND,whisper,I almost wondered they did not check their songs and whispers to catch the suspended revelation; but they would have had to wait many minutes—so long was the silence protracted.,30289,30466
20,SOUND,tone,"“Little friend,” said he, in quite a changed tone—while his face changed too, losing all its softness and gravity, and becoming harsh and sarcastic—“you have noticed my tender penchant for Miss Ingram:",30540,30742
20,SOUND,hum,"you think if I married her she would regenerate me with a vengeance?” He got up instantly, went quite to the other end of the walk, and when he came back he was humming a tune.",30748,30927
20,SOUND,tune,"you think if I married her she would regenerate me with a vengeance?” He got up instantly, went quite to the other end of the walk, and when he came back he was humming a tune.",30748,30927
20,SOUND,hear,"As I went one way, he went another, and I heard him in the yard, saying cheerfully— “Mason got the start of you all this morning; he was gone before sunrise: I rose at four to see him off.”",31801,31991
21,SOUND,hear,"When I was a little girl, only six years old, I one night heard Bessie Leaven say to Martha Abbot that she had been dreaming about a little child; and that to dream of children was a sure sign of trouble, either to one’s self or one’s kin.",576,815
21,SOUND,hear,It was from companionship with this baby-phantom I had been roused on that moonlight night when I heard the cry; and it was on the afternoon of the day following I was summoned downstairs by a message that some one wanted me in Mrs. Fairfax’s room.,1800,2048
21,SOUND,hear,"“Why, you see, Miss Eyre, it is not a common mishap: his life has been very wild: these last three years he gave himself up to strange ways, and his death was shocking.” “I heard from Bessie he was not doing well.” “Doing well!",3192,3421
21,SOUND,hear,His head was not strong: the knaves he lived amongst fooled him beyond anything I ever heard.,3662,3755
21,SOUND,hum,"To the billiard-room I hastened: the click of balls and the hum of voices resounded thence; Mr. Rochester, Miss Ingram, the two Misses Eshton, and their admirers, were all busied in the game.",5768,5959
21,SOUND,voice,"To the billiard-room I hastened: the click of balls and the hum of voices resounded thence; Mr. Rochester, Miss Ingram, the two Misses Eshton, and their admirers, were all busied in the game.",5768,5959
21,SOUND,voice,"She turned as I drew near, and looked at me haughtily: her eyes seemed to demand, “What can the creeping creature want now?” and when I said, in a low voice, “Mr. Rochester,” she made a movement as if tempted to order me away.",6132,6358
21,SOUND,note,"Soon he produced his pocket-book: “Here,” said he, offering me a note; it was fifty pounds, and he owed me but fifteen.",9541,9660
21,SOUND,hear,I am curious to hear it.”,10228,10255
21,SOUND,voice,"he exclaimed, with a twang of voice and a distortion of features equally fantastic and ludicrous.",10775,10872
21,SOUND,tone,"Tea ready, I was going to approach the table; but she desired me to sit still, quite in her old peremptory tones.",15135,15248
21,SOUND,listen,Then I went on to describe to her the gay company that had lately been staying at the house; and to these details Bessie listened with interest: they were precisely of the kind she relished.,15826,16018
21,SOUND,voice,"Eliza’s greeting was delivered in a short, abrupt voice, without a smile; and then she sat down again, fixed her eyes on the fire, and seemed to forget me.",18914,19069
21,SOUND,tone,"several commonplaces about my journey, the weather, and so on, uttered in rather a drawling tone: and accompanied by sundry side-glances that measured me from head to foot—now traversing the folds of my drab merino pelisse, and now lingering on the plain trimming of my cottage bonnet.",19108,19393
21,SOUND,tone,"A certain superciliousness of look, coolness of manner, nonchalance of tone, express fully their sentiments on the point, without committing them by any positive rudeness in word or deed.",19513,19702
21,SOUND,attend,"“I know she had a particular wish to see me,” I added, “and I would not defer attending to her desire longer than is absolutely necessary.”",20754,20895
21,SOUND,utterance,But there was something I wished to say—let me see—” The wandering look and changed utterance told what wreck had taken place in her once vigorous frame.,25152,25306
21,SOUND,scream,"It would wail in its cradle all night long—not screaming heartily like any other child, but whimpering and moaning.",26647,26763
21,SOUND,listen,"I tell you this plainly; and listen: for though I shall no more repeat what I am now about to say, I shall steadily act on it.",37424,37550
21,SOUND,listen,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,tone,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,whisper,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,voice,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,murmur,"I was still listening in thought to her well-remembered tones—still picturing her pale and spiritual aspect, her wasted face and sublime gaze, as she lay on her placid deathbed, and whispered her longing to be restored to her divine Father’s bosom—when a feeble voice murmured from the couch behind: “Who is that?” I knew Mrs. Reed had not spoken for days: was she reviving?",40529,40904
21,SOUND,murmur,"“After all, it is of no great importance, perhaps,” she murmured to herself: “and then I may get better; and to humble myself so to her is painful.”",42367,42517
21,SOUND,hear,“Why did I never hear of this?”,43382,43413
21,SOUND,tone,"I could not forget your conduct to me, Jane—the fury with which you once turned on me; the tone in which you declared you abhorred me the worst of anybody in the world; the unchildlike look and voice with which you affirmed that the very thought of me made you sick, and asserted that I had treated you with miserable cruelty.",43525,43851
21,SOUND,voice,"I could not forget your conduct to me, Jane—the fury with which you once turned on me; the tone in which you declared you abhorred me the worst of anybody in the world; the unchildlike look and voice with which you affirmed that the very thought of me made you sick, and asserted that I had treated you with miserable cruelty.",43525,43851
21,SOUND,breath,"She heeded nothing of what I said; but when she had tasted the water and drawn breath, she went on thus— “I tell you I could not forget it; and I took my revenge: for you to be adopted by your uncle, and placed in a state of ease and comfort, was what I could not endure.",44353,44625
22,SOUND,note,"She wished me to look after the house, to see callers, and answer notes of condolence.",1691,1779
22,SOUND,hear,"During the first twelve hours I thought of Mrs. Reed in her last moments; I saw her disfigured and discoloured face, and heard her strangely altered voice.",4187,4342
22,SOUND,voice,"During the first twelve hours I thought of Mrs. Reed in her last moments; I saw her disfigured and discoloured face, and heard her strangely altered voice.",4187,4342
22,SOUND,hear,"I had heard from Mrs. Fairfax in the interim of my absence: the party at the hall was dispersed; Mr. Rochester had left for London three weeks ago, but he was then expected to return in a fortnight.",5001,5199
22,SOUND,voice,"I did not think I should tremble in this way when I saw him, or lose my voice or the power of motion in his presence.",8494,8611
22,SOUND,clatter,"Yes—just one of your tricks: not to send for a carriage, and come clattering over street and road like a common mortal, but to steal into the vicinage of your home along with twilight, just as if you were a dream or a shade.",9342,9566
22,SOUND,voice,I that evening shut my eyes resolutely against the future: I stopped my ears against the voice that kept warning me of near separation and coming grief.,12956,13108
22,SOUND,hear,Almost every day I asked Mrs. Fairfax if she had yet heard anything decided: her answer was always in the negative.,14095,14210
23,SOUND,sound,"While such honey-dew fell, such silence reigned, such gloaming gathered, I felt as if I could haunt such shade for ever; but in threading the flower and fruit parterres at the upper part of the enclosure, enticed there by the light the now rising moon cast on this more open quarter, my step is stayed—not by sound, not by sight, but once more by a warning fragrance.",1985,2354
23,SOUND,listen,I look round and I listen.,2565,2591
23,SOUND,hear,"I hear a nightingale warbling in a wood half a mile off; no moving form is visible, no coming step audible; but that perfume increases: I must flee.",2631,2779
23,SOUND,hum,"A great moth goes humming by me; it alights on a plant at Mr. Rochester’s foot: he sees it, and bends to examine it.",3366,3484
23,SOUND,noise,I had made no noise: he had not eyes behind—could his shadow feel?,4015,4081
23,SOUND,sigh,"he said, and sighed and paused.",5998,6029
23,SOUND,voice,"“It is always the way of events in this life,” he continued presently: “no sooner have you got settled in a pleasant resting-place, than a voice calls out to you to rise and move on, for the hour of repose is expired.”",6030,6250
23,SOUND,listen,"“Soon, sir?” “Very soon, my—that is, Miss Eyre: and you’ll remember, Jane, the first time I, or Rumour, plainly intimated to you that it was my intention to put my old bachelor’s neck into the sacred noose, to enter into the holy estate of matrimony—to take Miss Ingram to my bosom, in short (she’s an extensive armful: but that’s not to the point—one can’t have too much of such a very excellent thing as my beautiful Blanche): well, as I was saying—listen to me, Jane!",6688,7159
23,SOUND,voice,"Adèle must go to school; and you, Miss Eyre, must get a new situation.” “Yes, sir, I will advertise immediately: and meantime, I suppose—” I was going to say, “I suppose I may stay here, till I find another shelter to betake myself to:” but I stopped, feeling it would not do to risk a long sentence, for my voice was not quite under command.",7795,8140
23,SOUND,hear,"I consider that when a dependent does her duty as well as you have done yours, she has a sort of claim upon her employer for any little assistance he can conveniently render her; indeed I have already, through my future mother-in-law, heard of a place that I think will suit: it is to undertake the education of the five daughters of Mrs. Dionysius O’Gall of Bitternutt Lodge, Connaught, Ireland.",8362,8758
23,SOUND,hear,"I did not cry so as to be heard, however; I avoided sobbing.",9209,9269
23,SOUND,hear,"“Jane, do you hear that nightingale singing in the wood?",11246,11302
23,SOUND,listen,"Listen!” In listening, I sobbed convulsively; for I could repress what I endured no longer; I was obliged to yield, and I was shaken from head to foot with acute distress.",11303,11475
23,SOUND,listen,"Listen!” In listening, I sobbed convulsively; for I could repress what I endured no longer; I was obliged to yield, and I was shaken from head to foot with acute distress.",11303,11475
23,SOUND,hear,"“As we are!” repeated Mr. Rochester—“so,” he added, enclosing me in his arms, gathering me to his breast, pressing his lips on my lips: “so, Jane!” “Yes, so, sir,” I rejoined: “and yet not so; for you are a married man—or as good as a married man, and wed to one inferior to you—to one with whom you have no sympathy—whom I do not believe you truly love; for I have seen and heard you sneer at her.",13756,14155
23,SOUND,voice,"The nightingale’s song was then the only voice of the hour: in listening to it, I again wept.",15195,15288
23,SOUND,listen,"The nightingale’s song was then the only voice of the hour: in listening to it, I again wept.",15195,15288
23,SOUND,tone,"“Edward—my little wife!” “Dear Edward!” “Come to me—come to me entirely now,” said he; and added, in his deepest tone, speaking in my ear as his cheek was laid on mine, “Make my happiness—I will make yours.”",17941,18152
23,SOUND,murmur,"After which he murmured, “It will atone—it will atone.",18697,18751
23,SOUND,groan,"it writhed and groaned; while wind roared in the laurel walk, and came sweeping over us.",19247,19337
23,SOUND,roar,"it writhed and groaned; while wind roared in the laurel walk, and came sweeping over us.",19247,19337
23,SOUND,rattle,"I should have said so, perhaps, but a livid, vivid spark leapt out of a cloud at which I was looking, and there was a crack, a crash, and a close rattling peal; and I thought only of hiding my dazzled eyes against Mr. Rochester’s shoulder.",19486,19727
24,SOUND,hear,"I could not be certain of the reality till I had seen Mr. Rochester again, and heard him renew his words of love and promise.",90,217
24,SOUND,hear,"Do you hear that?” I did, and I could not quite comprehend it: it made me giddy.",2744,2825
24,SOUND,announcement,"The feeling, the announcement sent through me, was something stronger than was consistent with joy—something that smote and stunned: it was, I think, almost fear.",2826,2990
24,SOUND,sound,"“It can never be, sir; it does not sound likely.",3216,3264
24,SOUND,hear,I don’t like to hear them spoken of.,3838,3875
24,SOUND,sound,Jewels for Jane Eyre sounds unnatural and strange: I would rather not have them.”,3875,3958
24,SOUND,strain,"think of other subjects, and speak of other things, and in another strain.",4260,4334
24,SOUND,strain,"“I will make the world acknowledge you a beauty, too,” he went on, while I really became uneasy at the strain he had adopted, because I felt he was either deluding himself or trying to delude me.",4632,4827
24,SOUND,hear,"I was soon dressed; and when I heard Mr. Rochester quit Mrs. Fairfax’s parlour, I hurried down to it.",14792,14893
24,SOUND,announcement,"Her occupation, suspended by Mr. Rochester’s announcement, seemed now forgotten: her eyes, fixed on the blank wall opposite, expressed the surprise of a quiet mind stirred by unwonted tidings.",15045,15237
24,SOUND,hear,"It has seemed to me more than once when I have been in a doze, that my dear husband, who died fifteen years since, has come in and sat down beside me; and that I have even heard him call me by my name, Alice, as he used to do.",15717,15943
24,SOUND,voice,"He was quite peremptory, both in look and voice.",19396,19444
24,SOUND,whisper,"She then peeped round to where I sat; so stern a neighbour was too restrictive: to him, in his present fractious mood, she dared whisper no observations, nor ask of him any information.",20397,20584
24,SOUND,hear,"Adèle heard him, and asked if she was to go to school “sans mademoiselle?” “Yes,” he replied, “absolutely sans mademoiselle; for I am to take mademoiselle to the moon, and there I shall seek a cave in one of the white valleys among the volcano-tops, and mademoiselle shall live with me there, and only me.”",20810,21119
24,SOUND,whisper,"I don’t care for the fairy: you said it was mademoiselle you would take to the moon?” “Mademoiselle is a fairy,” he said, whispering mysteriously.",24164,24311
24,SOUND,whisper,"By dint of entreaties expressed in energetic whispers, I reduced the half-dozen to two: these however, he vowed he would select himself.",24997,25133
24,SOUND,whisper,"I told him in a new series of whispers, that he might as well buy me a gold gown and a silver bonnet at once: I should certainly never venture to wear his choice.",25276,25438
24,SOUND,hear,"“Oh, it is rich to see and hear her!” he exclaimed.",27377,27428
24,SOUND,listen,But listen—whisper.,30655,30674
24,SOUND,whisper,But listen—whisper.,30655,30674
24,SOUND,voice,I remembered his fine voice; I knew he liked to sing—good singers generally do.,31306,31385
24,SOUND,listen,"I was no vocalist myself, and, in his fastidious judgment, no musician, either; but I delighted in listening when the performance was good.",31386,31525
24,SOUND,voice,“Did I like his voice?” he asked.,31853,31888
24,SOUND,tone,"And while I sat there and looked out on the still trees and dim lawn, to a sweet air was sung in mellow tones the following strain:— “The truest love that ever heart Felt at its kindled core, Did through each vein, in quickened start, The tide of being pour.",32409,32670
24,SOUND,strain,"And while I sat there and looked out on the still trees and dim lawn, to a sweet air was sung in mellow tones the following strain:— “The truest love that ever heart Felt at its kindled core, Did through each vein, in quickened start, The tide of being pour.",32409,32670
24,SOUND,hear,"Here I heard myself apostrophised as a “hard little thing;” and it was added, “any other woman would have been melted to marrow at hearing such stanzas crooned in her praise.”",35064,35241
24,SOUND,hear,"Here I heard myself apostrophised as a “hard little thing;” and it was added, “any other woman would have been melted to marrow at hearing such stanzas crooned in her praise.”",35064,35241
25,SOUND,hear,“I am feverish: I hear the wind blowing: I will go out of doors and feel it.”,1512,1591
25,SOUND,roar,"Instead of subsiding as night drew on, it seemed to augment its rush and deepen its roar: the trees blew steadfastly one way, never writhing round, and scarcely tossing back their boughs once in an hour; so continuous was the strain bending their branchy heads northward—the clouds drifted from pole to pole, fast following, mass on mass: no glimpse of blue sky had been visible that July day.",2798,3193
25,SOUND,strain,"Instead of subsiding as night drew on, it seemed to augment its rush and deepen its roar: the trees blew steadfastly one way, never writhing round, and scarcely tossing back their boughs once in an hour; so continuous was the strain bending their branchy heads northward—the clouds drifted from pole to pole, fast following, mass on mass: no glimpse of blue sky had been visible that July day.",2798,3193
25,SOUND,hear,"“You did right to hold fast to each other,” I said: as if the monster-splinters were living things, and could hear me.",3874,3992
25,SOUND,listen,"The wind fell, for a second, round Thornfield; but far away over wood and water, poured a wild, melancholy wail: it was sad to listen to, and I ran off again.",4670,4830
25,SOUND,roar,"The wind roared high in the great trees which embowered the gates; but the road as far as I could see, to the right hand and the left, was all still and solitary: save for the shadows of clouds crossing it at intervals as the moon looked out, it was but a long pale line, unvaried by one moving speck.",5894,6197
25,SOUND,strain,"“Well, I cannot return to the house,” I thought; “I cannot sit by the fireside, while he is abroad in inclement weather: better tire my limbs than strain my heart; I will go forward and meet him.”",6929,7127
25,SOUND,hear,"I had measured a quarter of a mile, I heard the tramp of hoofs; a horseman came on, full gallop; a dog ran by his side.",7170,7289
25,SOUND,tone,"“Are you apprehensive of the new sphere you are about to enter?—of the new life into which you are passing?” “No.” “You puzzle me, Jane: your look and tone of sorrowful audacity perplex and pain me.",11694,11894
25,SOUND,listen,"“Then, sir, listen.",11920,11939
25,SOUND,hear,Let me hear it.,12140,12155
25,SOUND,overhear,"or you have overheard the servants talk?—your sensitive self-respect has been wounded?” “No, sir.”",12198,12297
25,SOUND,chime,"It struck twelve—I waited till the time-piece had concluded its silver chime, and the clock its hoarse, vibrating stroke, and then I proceeded.",12298,12443
25,SOUND,hear,"I saw plainly how you would look; and heard your impetuous republican answers, and your haughty disavowal of any necessity on your part to augment your wealth, or elevate your standing, by marrying either a purse or a coronet.”",14273,14502
25,SOUND,moan,"But, sir, as it grew dark, the wind rose: it blew yesterday evening, not as it blows now—wild and high—but ‘with a sullen, moaning sound’ far more eerie.",14872,15025
25,SOUND,sound,"But, sir, as it grew dark, the wind rose: it blew yesterday evening, not as it blows now—wild and high—but ‘with a sullen, moaning sound’ far more eerie.",14872,15025
25,SOUND,sound,"The gale still rising seemed to my ear to muffle a mournful under-sound; whether in the house or abroad I could not at first tell, but it recurred, doubtful yet doleful at every lull; at last I made out it must be some dog howling at a distance.",15239,15484
25,SOUND,howl,"The gale still rising seemed to my ear to muffle a mournful under-sound; whether in the house or abroad I could not at first tell, but it recurred, doubtful yet doleful at every lull; at last I made out it must be some dog howling at a distance.",15239,15484
25,SOUND,strain,"I thought, sir, that you were on the road a long way before me; and I strained every nerve to overtake you, and made effort on effort to utter your name and entreat you to stop—but my movements were fettered, and my voice still died away inarticulate; while you, I felt, withdrew farther and farther every moment.”",15998,16314
25,SOUND,voice,"I thought, sir, that you were on the road a long way before me; and I strained every nerve to overtake you, and made effort on effort to utter your name and entreat you to stop—but my movements were fettered, and my voice still died away inarticulate; while you, I felt, withdrew farther and farther every moment.”",15998,16314
25,SOUND,hear,"I heard them clear and soft: a thought too solemn perhaps, but sweet as music—‘I think it is a glorious thing to have the hope of living with you, Edward, because I love you.’",16602,16777
25,SOUND,hear,"Look wicked, Jane: as you know well how to look: coin one of your wild, shy, provoking smiles; tell me you hate me—tease me, vex me; do anything but move me: I would rather be incensed than saddened.” “I will tease you and vex you to your heart’s content, when I have finished my tale: but hear me to the end.” “I thought, Jane, you had told me all.",17179,17530
25,SOUND,hear,I heard the gallop of a horse at a distance on the road; I was sure it was you; and you were departing for many years and for a distant country.,18411,18555
25,SOUND,blast,The blast blew so strong I could not stand.,18892,18935
25,SOUND,hear,"There was a light in the dressing-table, and the door of the closet, where, before going to bed, I had hung my wedding-dress and veil, stood open; I heard a rustling there.",19395,19567
25,SOUND,breath,"He drew his breath short, and strained me so close to him, I could scarcely pant.",23838,23919
25,SOUND,strain,"He drew his breath short, and strained me so close to him, I could scarcely pant.",23838,23919
25,SOUND,hear,Don’t you hear to what soft whispers the wind has fallen?,25786,25843
